startTime,endTime,startIdx,endIdx,classification
1038595,1270849,106000,132999,7
2362331,2675245,239000,273999,7
2949525,3243128,297000,329999,7
3692886,5908914,373000,598999,7
10924596,11080362,1191000,1214999,7
11384107,11561328,1248000,1272999,7
12038859,12356986,1327000,1367999,7
24052111,24578351,2663000,2726999,6
25256270,25801480,2798000,2886999,6
30333275,31316098,3482000,3605999,6
32086580,32420813,3694000,3764999,6
32989453,33353930,3834000,3892999,6
38250768,38488781,4640000,4679999,6
44030535,44282013,5630000,5674999,8
44970704,45352812,5791000,5853999,8
45720176,46039096,5889000,5938999,8
46545234,46926574,5999000,6053999,8
49772353,50016155,6507000,6540999,8
50375314,50636487,6576000,6617999,8
51066250,51535477,6673000,6744999,8
52867497,53146090,6914000,6961999,8
58347762,58741519,7714000,7761999,8
59737451,60067918,7932000,7976999,8
61477098,61716011,8128000,8158999,8
64205923,64607001,8559000,8610999,8
64940836,65328206,8645000,8693999,8
