startTime,endTime,startIdx,endIdx,classification
3438060,3649823,182000,197999,3
6882494,6953360,392000,399999,5
9378220,9520997,588000,599999,2
12919777,13250259,812000,831999,4
16693594,16801986,1020000,1027999,3
19805027,19871428,1204000,1207999,2
27066260,27447980,1646000,1667999,4
28399860,28747275,1714000,1731999,4
30570880,30854614,1830000,1849999,3
32997183,33200999,1966000,1977999,2
36906054,37205210,2162000,2177999,4
40670423,40770889,2346000,2351999,5
44502356,44783800,2570000,2589999,3
47631500,47693221,2744000,2747999,2
50758931,51052590,2906000,2921999,4
54287244,54603111,3082000,3107999,5
58731089,58805152,3356000,3361999,3
61987359,62110623,3532000,3539999,2
