startTime,endTime,startIdx,endIdx,classification
6746544,8083152,83000,99999,3
9026545,9557294,119000,129999,2
10872014,11183792,150000,154999,4
12816521,13354851,179000,189999,5
18825911,19108014,248000,252999,5
22056294,22387344,289000,295999,2
24425818,24752374,325000,332999,3
26029660,26614937,347000,352999,3
28183219,28441211,377000,382999,2
29390617,29777963,393000,396999,2
31002099,31340450,422000,428999,3
33449808,33711676,450000,453999,3
35240763,36428949,477000,488999,4
37459345,37939725,508000,519999,5
40531497,40887965,555000,560999,4
43602197,44003251,591000,601999,3
46284940,46819730,631000,641999,2
51617082,52438329,693000,703999,3
53364657,53818703,712000,717999,3
56255493,58025511,743000,757999,4
59733738,60656175,782000,801999,5
62697210,63562552,822000,833999,5
