startTime,endTime,startIdx,endIdx,classification
399166,6456574,1000,27999,0
6513138,8236409,29000,39999,1
9053882,10625030,45000,50999,0
10625345,12924862,51000,71999,1
15065998,16761514,85000,96999,1
16838594,17489813,98000,102999,0
17579116,18600910,104000,111999,1
18947646,19750710,115000,121999,1
21159150,22227496,131000,142999,1
22860866,23584633,150000,154999,0
23584812,24270716,155000,160999,1
24271150,30327533,161000,207999,0
30387107,31562360,209000,219999,1
35766124,36867440,247000,255999,1
37227529,39799688,258000,271999,0
41952624,44985723,283000,300999,0
45274439,45895863,303000,309999,1
46195609,53854457,312000,357999,0
54540328,57069738,362000,379999,1
