startTime,endTime,startIdx,endIdx,classification
93454,458357,0,1999,2
1505583,1693579,7000,9999,2
2905409,4927732,17000,32999,4
6659211,9048515,43000,77999,5
9851102,11388720,84000,98999,3
11912314,12320456,102000,107999,3
13596759,14271935,119000,128999,2
15926783,16078165,138000,140999,2
17351518,19841472,151000,170999,4
21401597,23654160,183000,221999,5
24691590,26107175,233000,247999,2
26878974,27170515,253000,256999,2
28830051,30323772,270000,287999,3
30395118,30638942,289000,294999,3
31874924,34158030,308000,323999,4
36313428,38621596,344000,382999,5
39730052,40413619,395000,403999,2
42176832,42487072,413000,417999,2
45104506,47161049,443000,466999,3
48202939,50074750,478000,491999,4
51084068,52873677,504000,544999,5
56364985,57023080,573000,583999,2
58215291,58426584,593000,596999,2
59287952,62603860,608000,642999,3
63589963,64718531,653000,662999,4
