startTime,endTime,startIdx,endIdx,classification
4104514,7829925,21000,68999,4
8285650,11766134,86000,133999,5
12525709,16239123,146000,184999,3
16548075,20783876,189000,247999,2
21042806,21522036,251000,256999,2
22831588,25888954,272000,314999,4
26135810,29862251,330000,389999,5
30542927,34995051,400000,444999,3
35487922,40425305,451000,508999,2
41974696,46189405,526000,578999,4
46584018,51111381,593000,652999,5
51730988,55466118,661000,694999,3
55753662,59353569,700000,743999,2
60288072,61018717,756000,766999,4
