startTime,endTime,startIdx,endIdx,classification
924598,1804829,5000,9999,4
2322856,2913568,12000,15999,4
4528355,5349786,25000,31999,3
5723290,6296266,34000,38999,3
7688201,8139303,47000,51999,5
10792006,11472108,80000,85999,2
12054069,12420442,89000,91999,2
14117396,15840499,102000,109999,4
17556139,18241012,119000,125999,3
19056527,19501359,130000,134999,3
22489216,22848518,157000,160999,2
28151835,30211186,201000,213999,4
31613389,32174054,222000,227999,3
32940554,33308919,233000,236999,3
34311916,35305951,244000,250999,2
35692037,36384481,253000,256999,2
37950259,38779069,264000,267999,4
39332155,40174743,270000,273999,4
