startTime,endTime,startIdx,endIdx,classification
953369,3175369,6000,39999,2
4194475,9085388,52000,93999,3
10265632,12519265,106000,121999,4
13411724,15957173,132000,159999,5
17479302,21008905,180000,209999,2
22184307,25402714,220000,247999,3
26769019,29488473,260000,279999,4
30125179,33190603,288000,317999,5
34669307,38316016,330000,361999,2
40368051,43930354,376000,405999,3
45375039,47047849,416000,427999,4
48111230,51480023,436000,459999,5
53296857,57692459,472000,505999,2
59949013,64001827,522000,559999,3
