startTime,endTime,startIdx,endIdx,classification
10468633,11747881,185000,214999,7
20367793,21490517,463000,499999,7
28819007,29791857,665000,727999,6
30666463,31435756,776000,817999,6
32497357,33065808,893000,908999,6
34046762,34696082,960000,1002999,6
35386709,36305532,1043000,1105999,6
36999594,37847812,1149000,1199999,6
38908314,39443280,1258000,1287999,6
44757033,45529549,1454000,1517999,6
46332575,46907943,1581000,1619999,6
51358458,59090436,1787000,2237999,8
60882274,66990092,2288000,2531999,8
