startTime,endTime,startIdx,endIdx,classification
2209350,7404240,16000,95999,0
9424860,10975576,136000,158999,1
11506072,12690927,170000,191999,1
27962204,31001906,426000,462999,0
34002849,34908003,508000,517999,0
36050156,37266048,524000,541999,0
39398432,41218222,565000,602999,0
41843144,43463712,624000,667999,0
45373081,46462303,703000,722999,1
50479196,52605125,771000,791999,0
53777448,53954694,809000,810999,0
56070404,56322865,823000,825999,0
63025174,63257712,898000,901999,0
65282056,65804418,924000,929999,0
66853870,70376729,937000,972999,0
70760307,71670508,976000,986999,0
