startTime,endTime,startIdx,endIdx,classification
712962,1147739,56000,99999,6
3214984,3905739,280000,371999,6
4390142,4562946,410000,423999,6
7348291,7415657,664000,669999,6
9592083,9760177,834000,853999,6
10123513,10464585,886000,925999,6
10754957,10994018,950000,981999,6
11542591,11832571,1052000,1091999,6
12164097,12444270,1116000,1141999,6
13274195,13594713,1234000,1267999,6
14026277,14477411,1298000,1341999,6
15352898,15512387,1428000,1447999,6
16421768,16814724,1516000,1565999,6
17464236,17726429,1636000,1667999,6
19651022,19849518,1852000,1873999,6
29707943,29753772,2648000,2651999,7
29667725,29982207,2644000,2673999,7
43016831,43218078,3446000,3469999,7
43406597,43615347,3490000,3525999,7
43852417,44141562,3552000,3595999,7
44489758,44603443,3634000,3649999,7
45004209,45125676,3688000,3699999,7
45637933,45691700,3744000,3749999,7
46167547,46209263,3792000,3795999,7
46626037,46729259,3828000,3837999,7
60296175,61085943,5542000,5635999,8
61537794,61610852,5676000,5681999,8
62612357,63005540,5752000,5799999,8
63186975,63589212,5820000,5875999,8
63912017,64099805,5910000,5939999,8
64402170,64705954,5972000,6011999,8
67260310,67400453,6234000,6249999,8
68979882,69318833,6386000,6427999,8
69636063,69759931,6454000,6465999,8
70160707,70465876,6500000,6535999,8
70836508,71270662,6574000,6637999,8
71323077,72633711,6646000,6799999,8
73013656,73132161,6832000,6841999,8
73502872,74141434,6870000,6937999,8
74796328,75192581,7012000,7059999,8
75489588,75766444,7086000,7117999,8
75986569,76399081,7138000,7217999,8
76589211,76869784,7246000,7305999,8
77070695,77378789,7334000,7401999,8
77703290,78663297,7440000,7567999,8
