startTime,endTime,startIdx,endIdx,classification
4007052,6651594,204000,395999,2
7096258,7600656,422000,453999,2
7571316,8121081,452000,485999,2
11082004,13234254,746000,921999,3
15476121,15586443,1126000,1137999,4
17171818,17646497,1256000,1285999,4
18865901,19417389,1358000,1397999,4
21380650,23287152,1572000,1767999,5
24038154,25721795,1820000,1943999,5
28621985,31024983,2190000,2357999,2
36053965,36976550,2808000,2877999,4
38649037,38964418,2992000,3011999,4
39824154,40307235,3126000,3189999,5
40621809,43047649,3218000,3425999,5
44309821,46916208,3540000,3719999,2
52169227,52617779,4200000,4233999,4
53570070,53991512,4300000,4327999,4
54244531,54489459,4344000,4363999,4
