startTime,endTime,startIdx,endIdx,classification
1151289,5753732,66000,392999,0
6035453,6857530,412000,470999,1
7744356,8105599,534000,556999,0
8515967,10205983,581000,696999,0
10431450,10891817,718000,756999,1
11461026,12667499,805000,884999,0
12822722,13443140,900000,944999,1
13752622,17784561,973000,1226999,0
17944396,18526378,1242000,1290999,1
18794204,23000700,1316000,1621999,0
23331576,24583113,1646000,1742999,1
25046817,27026143,1778000,1916999,0
27292794,28818765,1940000,2054999,1
30938298,32767543,2209000,2349999,0
32920129,34241574,2363000,2476999,1
36853301,38350643,2664000,2790999,1
38526316,40287343,2807000,2927999,0
40471563,41733816,2945000,3047999,1
42410234,61856493,3100000,4282999,0
