startTime,endTime,startIdx,endIdx,classification
3884153,7689267,269000,575999,3
10153805,10379808,768000,793999,2
13458194,13656038,1021000,1044999,2
15280829,19063678,1168000,1451999,4
20362582,23282639,1551000,1824999,5
24690854,27909572,1936000,2208999,3
29062282,31903103,2303000,2545999,2
33068551,33551248,2639000,2707999,5
35487453,35856815,2863000,2910999,5
37315291,40420026,3032000,3287999,4
42024328,42546462,3403000,3463999,3
44114240,44382299,3581000,3619999,3
45782089,46460317,3741000,3808999,2
48528188,48908942,3957000,4005999,2
50245194,50901847,4122000,4202999,5
52642725,52824508,4353000,4373999,5
54828131,59021497,4553000,4876999,4
61113102,64683218,5044000,5353999,3
