startTime,endTime,startIdx,endIdx,classification
423847,1289259,28000,83999,5
2303933,4010661,152000,233999,2
5704308,8139888,314000,445999,3
9352020,11143897,514000,613999,4
12498543,14342665,708000,807999,5
15486585,17831218,880000,991999,2
18996975,21603844,1058000,1201999,3
22629750,24413062,1260000,1361999,4
25664804,26033771,1448000,1475999,5
27188256,27367256,1540000,1553999,5
28344599,30473659,1620000,1727999,2
31669573,34371651,1796000,1951999,3
35332795,37306236,2008000,2115999,4
38757209,39065036,2214000,2237999,5
40463819,40792077,2310000,2331999,5
41713504,44011073,2392000,2517999,2
44966493,45509398,2576000,2617999,3
47124357,47681007,2698000,2733999,3
49013178,49796599,2810000,2857999,4
50239025,50554238,2876000,2897999,4
52085038,52400750,3004000,3027999,5
53207139,53330229,3074000,3085999,5
54462316,54946042,3164000,3193999,2
56114458,56463110,3246000,3265999,2
57684151,58226497,3332000,3369999,3
58956361,59185766,3412000,3433999,3
