startTime,endTime,startIdx,endIdx,classification
1176155,2927655,4000,19999,2
5971637,9944124,42000,65999,3
11947964,13426804,80000,95999,4
15569894,16322322,110000,117999,5
18058728,18512318,128000,133999,5
20764129,23831712,148000,175999,2
24859962,27050633,188000,207999,3
28048482,30565684,220000,247999,4
31099315,31924016,256000,265999,5
34412675,37237243,290000,319999,2
38124339,40224744,332000,351999,3
41618255,43831001,366000,393999,4
44641747,45224338,404000,409999,5
48052229,48997842,440000,453999,2
51641112,53637873,480000,499999,3
54634478,56965433,510000,535999,4
