startTime,endTime,startIdx,endIdx,classification
8608551,10078116,1308000,1463999,7
18494969,19304445,2936000,3015999,7
23090566,23501662,3478000,3521999,7
26959699,27200611,3888000,3921999,6
27937143,28202945,3996000,4039999,6
28859818,29255154,4138000,4189999,6
32183402,32564799,4678000,4737999,6
33673925,33959134,4908000,4947999,6
36996840,37608878,5350000,5435999,6
42827794,43394665,6190000,6273999,6
43689184,43867571,6306000,6341999,6
44422190,44849388,6422000,6481999,6
49709509,51587762,7222000,7507999,8
52011931,53423972,7558000,7773999,8
55362543,56031815,8040000,8149999,8
58779299,63934512,8584000,9255999,8
