startTime,endTime,startIdx,endIdx,classification
3011481,3414620,426000,485999,3
4225871,4455727,556000,585999,3
4968181,5460681,640000,695999,2
5897226,6067858,732000,753999,2
6920471,7215553,836000,879999,4
8489102,8955038,1068000,1143999,5
10242230,10992620,1288000,1367999,3
11701730,11923093,1426000,1453999,3
12045044,12498485,1472000,1525999,2
13042175,13356424,1568000,1603999,2
13560808,14064367,1628000,1671999,4
16430176,17043690,1896000,1967999,5
19829355,20259093,2372000,2427999,3
20969694,21050395,2496000,2507999,3
21464814,21871958,2556000,2605999,2
22281963,22493488,2642000,2669999,2
24776126,25148390,2882000,2935999,5
27503531,27834807,3204000,3235999,3
28665752,28902323,3296000,3321999,3
29068137,29895098,3344000,3427999,2
30347628,30682387,3464000,3503999,2
33063318,33573900,3726000,3793999,5
35284270,35793938,3972000,4019999,3
36387471,36533145,4066000,4083999,3
36763208,37415187,4112000,4181999,2
40695553,41204333,4500000,4553999,5
42067650,42553599,4640000,4697999,3
42938080,43496159,4730000,4787999,3
43916892,44248288,4832000,4875999,2
47326215,47483118,5176000,5197999,5
49611247,49938433,5434000,5473999,3
50504484,50626939,5526000,5541999,3
50792035,51277148,5564000,5621999,2
52418070,52886082,5746000,5785999,4
54079575,54472143,5908000,5963999,5
55775147,56298464,6104000,6159999,3
57080588,57197746,6222000,6237999,3
57452921,57826647,6274000,6323999,2
59129164,59455022,6458000,6485999,4
60926897,61305061,6634000,6693999,5
63138508,63676723,6890000,6949999,3
64109775,64406652,6984000,7021999,3
64627077,65027555,7054000,7107999,2
