startTime,endTime,startIdx,endIdx,classification
228356,1272045,8000,77999,3
1452240,2968323,116000,255999,4
4210486,4426103,388000,431999,5
7092479,7752201,718000,803999,2
8633312,8918516,868000,905999,2
10128601,11367107,1020000,1169999,3
12582935,13614208,1336000,1435999,4
14723759,14857335,1574000,1603999,5
16658654,17660183,1846000,1955999,2
18796184,19673958,2074000,2193999,3
20359018,21605984,2308000,2449999,4
22655260,22676406,2624000,2629999,5
24431450,25495495,2890000,3025999,2
26233313,27210661,3124000,3233999,3
28075134,29138544,3356000,3475999,4
30118722,30189969,3608000,3625999,5
32991264,33591524,3978000,4027999,4
34288581,34483890,4124000,4157999,2
35974420,37151451,4352000,4485999,3
39563977,39658663,4736000,4759999,5
43539802,44145625,5164000,5241999,2
49193969,49751360,5590000,5683999,3
56013808,56977404,6148000,6229999,4
60518296,60620758,6560000,6583999,5
