startTime,endTime,startIdx,endIdx,classification
430790,677145,24000,42999,3
1021558,1179403,65000,77999,3
1301617,1614954,90000,115999,2
1859649,2049894,132000,146999,2
2157659,2717263,156000,192999,4
2862227,3059400,205000,220999,5
4224816,4629958,291000,324999,3
6280375,6822301,420000,456999,3
9344179,9416534,628000,633999,3
10400873,10650456,698000,719999,2
12951816,13317163,864000,894999,2
14488409,16784796,965000,1118999,4
17746163,19935657,1186000,1327999,5
23104387,23388932,1509000,1536999,3
24237020,24985381,1592000,1645999,3
25279777,25604095,1672000,1696999,2
26241773,26425723,1734000,1745999,2
27579300,27932380,1812000,1842999,2
30956159,33878815,2030000,2208999,5
35028347,36012855,2278000,2343999,3
36198988,36366884,2355000,2364999,3
36515998,37568315,2374000,2441999,3
38431627,38948915,2497000,2534999,2
40754208,41012234,2645000,2667999,2
41882306,42553680,2727000,2768999,4
41882306,42553680,2727000,2768999,4
43581620,44039536,2831000,2865999,5
48201288,49043092,3112000,3171999,3
50024111,50341378,3227000,3251999,3
52024555,54500846,3344000,3520999,2
60470469,63357741,3894000,4070999,3
