startTime,endTime,startIdx,endIdx,classification
264602,817962,1000,6999,2
3601368,3751033,20000,21999,2
3848560,4356641,25000,37999,3
4881241,6389141,42000,50999,3
6440212,7159056,52000,58999,4
9218756,9480880,68000,70999,4
9635751,9818552,74000,79999,5
18189547,19091811,173000,181999,2
20215480,21007125,188000,192999,2
21403535,21559983,195000,196999,2
21925752,26531000,206000,239999,3
27205010,29148311,252000,264999,4
29328397,30256840,268000,275999,2
34184026,36173933,319000,335999,3
36258131,37247507,338000,347999,4
51541051,52430956,431000,439999,2
53553500,53836146,444000,446999,2
54102844,54669303,453000,461999,3
55764505,56049431,469000,471999,3
56474715,57536106,476000,485999,4
57654841,59017293,489000,511999,5
