startTime,endTime,startIdx,endIdx,classification
2419129,3565110,27000,73999,6
4398847,4891281,85000,90999,6
5172984,5341720,94000,95999,6
5897125,9441879,103000,208999,6
9756074,13897746,213000,350999,6
14146797,15234654,354000,414999,6
15368715,20257279,420000,589999,6
20605215,21675108,610000,635999,6
23790240,24313748,688000,707999,7
25318644,25362685,740000,742999,7
28638956,29373606,818000,832999,7
29593305,30862490,838000,863999,7
33465789,34467721,900000,916999,7
35466477,36114419,934000,948999,7
37251758,38163508,964000,979999,7
38655698,38874341,987000,989999,7
38938625,39389162,991000,998999,7
42312823,42485792,1035000,1037999,7
44982769,45351892,1081000,1090999,8
45684880,52108374,1101000,1177999,8
52842400,59528258,1193000,1281999,8
60259171,60507437,1301000,1308999,8
60849076,65284896,1314000,1351999,8
