startTime,endTime,startIdx,endIdx,classification
95546,7756807,0,64999,0
8115577,8890131,69000,76999,1
9256784,11998720,83000,104999,0
12378653,12997163,110000,119999,1
13519597,14226439,126000,130999,0
14863520,15565951,137000,146999,1
15773821,19886164,152000,182999,0
19960581,20613317,185000,195999,1
20764841,25084495,199000,244999,0
25309338,26835495,247000,265999,1
27341256,29421545,271000,295999,0
29475806,30922361,297000,314999,1
31025772,34854060,317000,353999,0
34919939,36319772,355000,376999,1
36558903,38741869,381000,402999,0
38817531,40316449,404000,427999,1
40749585,42445910,434000,449999,0
42547637,43859528,452000,472999,1
44026596,58452748,475000,539999,0
58969072,61206286,544000,562999,1
61355604,67966825,565000,593999,0
