startTime,endTime,startIdx,endIdx,classification
4596184,10284941,15000,50999,3
11603470,15927600,59000,85999,2
17052881,17433577,94000,98999,5
20694772,21164899,116000,121999,5
22186366,22789495,129000,132999,4
25803483,26471431,144000,148999,4
27733396,32198887,156000,183999,3
33307917,39557695,190000,227999,2
40581154,40984395,237000,242999,5
43987823,44491214,261000,265999,5
45699734,48877109,275000,290999,4
50008723,54186379,300000,329999,3
54470096,59006970,334000,362999,2
62428482,62730310,388000,392999,5
63151009,64326167,398000,404999,4
