startTime,endTime,startIdx,endIdx,classification
665912,1243381,40000,79999,4
1507624,2685920,104000,164999,5
2871545,5174109,179000,302999,3
9004356,11753053,551000,707999,2
13111301,13828847,786000,832999,4
15344815,18379424,923000,1126999,5
21611282,23489992,1294000,1432999,3
23781771,26374389,1462000,1616999,2
29595211,32418117,1801000,1970999,5
33470218,36016200,2027000,2185999,3
37004841,39676819,2250000,2411999,2
40363058,42084360,2455000,2560999,4
42582155,45687414,2601000,2788999,5
46832254,48758582,2859000,2981999,3
50615930,53185613,3084000,3262999,2
54707215,55939405,3370000,3447999,4
57000138,58626155,3527000,3622999,5
58998326,61860527,3652000,3825999,3
