startTime,endTime,startIdx,endIdx,classification
2535065,7201999,28000,93999,3
8355515,12452071,120000,178999,2
13639681,14007440,204000,209999,4
15980731,17144634,227000,239999,4
18301121,18839789,264000,277999,5
18839877,19327850,278000,283999,5
21974061,22213551,320000,327999,5
26478377,26862805,377000,384999,3
24116789,24976498,353000,365999,3
28364109,29828916,405000,425999,2
30426165,32027798,430000,448999,2
32930659,33992078,462000,474999,4
35263077,35938479,484000,495999,4
37795148,38360949,520000,535999,5
41500956,42659339,575000,595999,3
42929056,43511145,599000,603999,3
46730396,47162602,628000,638999,3
49157419,50310063,665000,687999,2
51696875,53470973,697000,716999,2
54979242,56115514,739000,756999,4
56518195,57177941,760000,769999,4
59150895,60064667,798000,825999,5
62159555,62472381,844000,853999,5
64103963,64838120,882000,898999,3
66524838,66866343,912000,919999,3
68206647,69233443,940000,959999,2
70482057,71146214,969000,979999,2
