startTime,endTime,startIdx,endIdx,classification
1475998,1873247,38000,49999,7
2288591,3006327,62000,89999,7
5930339,6201842,203000,219999,7
6841586,7375766,241000,255999,7
8898122,9710974,289000,310999,7
10278846,11365185,324000,350999,7
13269365,14698162,391000,421999,7
15169635,15591877,432000,443999,7
18066907,18414479,517000,540999,7
21402752,24361370,630000,705999,6
25519070,26939255,761000,807999,6
27685799,28095551,884000,899999,6
28911454,29766742,930000,955999,6
29950763,30233662,959000,964999,6
31467683,31778031,1005000,1010999,6
31952626,34804528,1014000,1202999,6
35079207,35907103,1216000,1281999,6
37727624,38435718,1384000,1405999,6
37727624,40223368,1384000,1450999,6
41279968,43175237,1525000,1618999,8
43350609,44962350,1622000,1688999,8
45090479,45905221,1691000,1712999,8
46049256,46618189,1715000,1732999,8
46799748,47541649,1735000,1757999,8
47694995,49528710,1762000,1811999,8
49780197,50315767,1816000,1835999,8
50478612,51075681,1839000,1862999,8
51182276,51949497,1864000,1887999,8
51182276,51949497,1864000,1887999,8
52748888,53492894,1910000,1931999,8
53582839,54077901,1934000,1956999,8
54284214,55092489,1960000,2000999,8
55563470,61498741,2020000,2259999,8
