startTime,endTime,startIdx,endIdx,classification
2154464,2285045,136000,145999,1
3046534,4209852,197000,288999,1
8771708,9563168,591000,659999,1
9946186,12113013,685000,849999,0
12224777,12987045,859000,922999,1
14776283,15705428,1041000,1117999,1
16616285,16998817,1185000,1215999,1
17669176,19121853,1262000,1480999,0
21626429,21724908,1671000,1682999,1
22189784,22420520,1723000,1746999,1
25110347,25220704,1952000,1961999,1
28000732,28182993,2184000,2197999,1
32536550,32709778,2483000,2501999,1
33410297,33526175,2556000,2566999,1
34811880,35134771,2652000,2675999,0
35484019,36274226,2701000,2771999,1
36305813,36562357,2775000,2795999,0
37556566,38530812,2874000,2980999,1
39485136,40112789,3057000,3113999,1
41187148,42494194,3190000,3302999,1
44806840,45619297,3458000,3535999,1
46256575,47591251,3585000,3675999,0
47881759,48276827,3698000,3731999,1
49006472,49199831,3785000,3802999,1
49501213,50047683,3823000,3858999,0
52529333,52763941,4025000,4050999,1
53808341,53999804,4125000,4145999,1
56982882,57087850,4338000,4349999,1
57753711,57971184,4397000,4418999,1
59492934,60898722,4519000,4631999,1
61315642,62144778,4661000,4716999,0
62606957,62752841,4754000,4768999,1
