startTime,endTime,startIdx,endIdx,classification
2234970,4550655,118000,243999,5
5068719,6957225,276000,377999,3
7548915,9458042,414000,519999,2
10169554,11741233,558000,639999,4
12850593,14908055,698000,807999,5
15363237,17139073,836000,939999,3
18478559,20101328,1016000,1105999,2
21085155,22790164,1158000,1247999,4
23612558,25244146,1290000,1367999,5
26004186,28265992,1412000,1547999,3
29179296,31017007,1596000,1703999,2
32138028,32944876,1764000,1811999,4
33578632,36686145,1848000,2011999,5
37099514,39170272,2034000,2149999,3
40115286,41781703,2200000,2301999,2
42597737,44317092,2346000,2437999,4
45094900,46730543,2478000,2555999,5
47260462,49154770,2586000,2687999,3
49905319,51857450,2730000,2845999,2
52855921,54584275,2902000,2993999,4
55411729,57011851,3038000,3115999,5
57991020,59849059,3168000,3269999,3
60968738,62947167,3326000,3437999,2
