startTime,endTime,startIdx,endIdx,classification
443666,3049062,4000,19999,4
3691739,3998572,32000,43999,5
9777643,10681098,104000,113999,2
12051220,12591344,120000,125999,2
12858400,13472651,132000,141999,4
14343337,15086595,146000,153999,4
15344158,15642022,162000,171999,5
19464412,19986896,212000,219999,3
20143132,20833609,224000,235999,2
22448103,23263373,248000,259999,4
23966297,24517399,264000,269999,4
25028426,25583148,284000,293999,5
27134959,27721361,310000,317999,3
29298232,30013437,334000,343999,2
32014923,32722183,360000,367999,4
33654704,34179340,372000,377999,4
34382093,34548710,386000,393999,5
38737003,39033099,434000,439999,3
39182094,39966191,444000,455999,2
41293584,41751439,470000,477999,4
42445007,43117294,482000,489999,4
43494276,43807905,500000,509999,5
45666203,46339212,528000,537999,3
47598470,48170184,544000,549999,3
48399191,48915058,556000,565999,2
50526549,51254145,582000,591999,4
