startTime,endTime,startIdx,endIdx,classification
2409390,3211309,15000,20999,3
3520311,3854063,22000,23999,3
4186588,4386751,32000,34999,2
5374673,5658519,41000,43999,2
6479311,6764621,52000,53999,4
7720071,8185340,58000,60999,4
8689261,9044633,67000,70999,5
10391503,10952127,81000,85999,3
12433592,12695812,100000,103999,2
13459655,13760422,108000,110999,2
14122438,14577563,116000,119999,4
15825929,16180851,125000,127999,4
18397011,18752368,152000,156999,3
20123547,20545220,172000,176999,2
20896983,21274482,179000,182999,2
22015781,22685118,190000,193999,4
24775401,25184731,209000,212999,5
26414222,26748057,220000,222999,5
27872531,28505521,233000,237999,3
29022674,29444347,240000,242999,3
32305592,32717812,265000,267999,2
34808961,35104011,282000,283999,4
36362371,36667521,296000,298999,5
37407773,37827207,306000,310999,5
38983639,40087637,323000,330999,3
42410020,43053880,350000,354999,2
45489277,45792079,370000,371999,4
48390083,48808135,388000,391999,5
50324328,50869461,402000,406999,3
51404868,51607762,409000,410999,3
52552957,52984224,423000,426999,2
56315551,56779886,446000,448999,4
57553076,58262013,458000,463999,5
59424908,59904839,473000,478999,3
61130011,61374524,484000,486999,3
61906922,62213872,496000,498999,2
63953525,64248387,511000,512999,4
66482957,66955286,527000,531999,5
69023593,69501805,550000,553999,3
71875096,72106519,574000,575999,2
73778796,74152659,589000,590999,4
75635027,76677832,599000,609999,5
