startTime,endTime,startIdx,endIdx,classification
350841,434934,22000,29999,0
1448091,1523571,102000,107999,0
1848349,2005105,128000,145999,0
2146963,2291250,160000,175999,0
3003521,3147481,236000,249999,0
3675600,3853339,296000,313999,0
4459077,4631308,360000,377999,1
5623428,5738157,468000,477999,0
6045475,6137064,500000,507999,0
7053038,7221175,572000,583999,0
7707396,7801082,622000,629999,0
9464249,10737114,766000,885999,0
37467713,37620931,2784000,2797999,1
40836930,41007385,3006000,3021999,0
45258279,45467040,3314000,3335999,1
