startTime,endTime,startIdx,endIdx,classification
620388,3020214,10000,64999,3
4392029,7697952,93000,151999,2
13015699,15163690,243000,281999,5
17085310,19691370,335000,381999,3
21334940,23360248,419000,460999,2
25018881,27039926,494000,516999,4
28233755,28549350,539000,549999,5
29801830,31055784,576000,598999,5
32550191,35655011,639000,701999,3
37146500,38496069,735000,770999,2
41227495,43556710,823000,858999,4
45038437,47416493,892000,937999,5
49509257,53032885,985000,1059999,3
54366278,58153106,1091000,1164999,2
59939382,61418172,1203000,1224999,4
