startTime,endTime,startIdx,endIdx,classification
2906975,2982157,296000,307999,3
7720639,7764052,903000,909999,3
8102956,8206481,942000,954999,3
11640651,12034010,1274000,1313999,2
14299869,14476315,1464000,1486999,2
15886683,15979491,1585000,1599999,2
17125496,17178097,1710000,1715999,2
17581168,17662937,1752000,1760999,2
22986757,23026811,2152000,2155999,2
24382571,24529293,2288000,2300999,4
25857950,26013708,2403000,2414999,4
37370069,37428314,3249000,3254999,4
38217938,38510465,3322000,3350999,3
39152946,39755697,3398000,3442999,3
40623708,41324087,3498000,3543999,3
43451499,43804926,3690000,3719999,3
45305228,45426417,3859000,3875999,2
46122310,46317252,3936000,3956999,2
46790335,46852682,3996000,4000999,2
47573983,47800810,4057000,4081999,2
48390278,48615601,4132000,4151999,2
50005645,50197996,4263000,4281999,2
54391185,55822889,4603000,4752999,4
56295911,56454435,4791000,4807999,4
56852034,57195675,4842000,4866999,4
58441220,58540006,4951000,4958999,4
