startTime,endTime,startIdx,endIdx,classification
4504409,5239568,29000,39999,2
5554401,6603103,43000,51999,2
7621471,8046842,59000,61999,2
10032817,10168174,93000,97999,3
11836625,13705049,118000,140999,3
15804198,18249311,170000,195999,4
19103959,19906824,201000,208999,4
21781559,22093766,240000,252999,5
29039529,29309822,346000,349999,2
32199352,35080661,384000,422999,3
36330484,39432512,443000,474999,4
39908321,40457639,491000,509999,5
41442657,43684735,528000,558999,5
43903859,47090524,567000,599999,2
47759452,51421695,619000,666999,3
53294585,54905366,698000,711999,4
55627520,57539160,736000,773999,5
62784846,64716732,852000,876999,3
