startTime,endTime,startIdx,endIdx,classification
3899946,4807204,117000,172999,3
9076873,9630826,322000,356999,3
10737593,15363322,405000,592999,2
16379849,20323323,640000,816999,5
21390479,21915981,872000,898999,4
25266230,25981578,1006000,1043999,4
27190864,27623618,1096000,1127999,3
31315375,31647349,1261000,1285999,3
32884312,33278804,1339000,1362999,2
38823415,39225540,1569000,1593999,2
39908939,43536390,1628000,1797999,5
44401102,48180331,1846000,2002999,4
49311661,53677549,2067000,2262999,3
53920491,58456104,2282000,2463999,2
58922864,62057307,2491000,2630999,5
62612703,62991547,2670000,2688999,4
63922031,64181932,2729000,2747999,4
