startTime,endTime,startIdx,endIdx,classification
95049,1227728,0,35999,0
1293070,1531043,38000,45999,0
1782023,2067945,54000,63999,0
2249277,2694177,70000,85999,0
3204817,4925563,102000,161999,0
5236804,6454880,172000,213999,0
6650659,8054355,220000,267999,0
8362866,11146993,278000,383999,0
11311396,12923979,390000,451999,0
13091871,14812195,458000,531999,0
15042401,16531117,540000,595999,0
16819752,17011676,606000,613999,0
17335032,17944904,626000,647999,0
18308184,19334800,660000,699999,0
19726538,32432891,714000,1157999,0
33092862,35061479,1178000,1243999,0
35540396,46615544,1260000,1645999,0
46863103,48731542,1654000,1713999,0
49885478,53051537,1750000,1845999,0
53324220,61954681,1854000,2119999,0
