startTime,endTime,startIdx,endIdx,classification
814395,2087282,120000,276999,7
3471334,3916253,515000,567999,7
7934540,10618439,1300000,1583999,7
17706639,18415928,2412000,2520999,7
25854531,26346268,3363000,3414999,6
32259285,33275110,4077000,4226999,6
33473141,33944719,4255000,4351999,6
34687135,35482899,4461000,4597999,6
41150135,41949689,5228000,5342999,8
42270837,42673194,5382000,5446999,8
42968125,43474543,5476000,5543999,8
44025157,44455487,5607000,5659999,8
58172853,58604731,7225000,7287999,8
60207495,60557588,7490000,7545999,8
