startTime,endTime,startIdx,endIdx,classification
6873992,7161783,541000,571999,3
8246600,8556608,669000,705999,2
12190318,12443773,980000,1008999,2
13557852,13747004,1102000,1117999,4
16947732,17151092,1331000,1346999,4
18199311,18613394,1428000,1467999,5
21897137,22037068,1718000,1730999,5
23960649,24438457,1878000,1923999,3
26468729,26773195,2065000,2092999,3
28388777,28772625,2220000,2255999,2
31545857,31893298,2439000,2471999,2
32890398,33364508,2551000,2584999,4
35303738,35709304,2708000,2737999,4
37749477,38227109,2890000,2934999,5
41491610,42097314,3176000,3228999,3
46625316,46896013,3528000,3554999,3
49565290,50093773,3759000,3804999,2
53067228,53328008,3994000,4019999,2
59427060,59823603,4450000,4491999,5
62022645,62330521,4631000,4657999,5
64074569,64534056,4801000,4843999,3
66408556,66706338,4969000,4996999,3
68140060,68601662,5108000,5148999,2
70438147,71067782,5270000,5320999,2
