startTime,endTime,startIdx,endIdx,classification
573988,886038,42000,74999,0
1126971,1402694,97000,130999,0
1625849,1937505,152000,188999,0
2118593,2387376,206000,239999,0
2558908,2947063,254000,293999,0
3152423,3541853,310000,348999,0
3695994,3964533,361000,390999,0
4350782,4709891,424000,463999,0
4982454,5322406,489000,524999,0
5493029,5849597,539000,577999,0
5990288,6271115,590000,616999,0
6657970,7006365,648000,678999,0
7345048,7691502,707000,739999,0
7868469,8259481,754000,795999,0
8588691,9037920,825000,874999,0
11974166,12415386,1144000,1186999,0
12643038,13100777,1205000,1246999,0
14067373,14400695,1341000,1374999,0
14966369,15544302,1430000,1484999,0
17239299,17525198,1618000,1643999,0
22806937,23212931,2061000,2099999,0
30854749,33669200,2754000,3003999,0
34639716,35159417,3102000,3166999,0
35463766,35895612,3197000,3250999,0
36199456,37902057,3278000,3467999,0
49041033,49241758,4362000,4380999,0
64768849,68199950,5571000,5889999,0
