startTime,endTime,startIdx,endIdx,classification
2965666,3275512,174000,211999,2
9854627,10105689,718000,749999,2
12201348,12712808,902000,965999,3
16899976,17138447,1270000,1299999,3
19122307,19547087,1454000,1491999,4
28830623,28968139,2120000,2137999,5
34996408,35279524,2626000,2667999,3
39428907,39597608,3018000,3041999,3
40840969,41195166,3150000,3201999,2
44389951,44579628,3484000,3513999,2
50177013,50357600,3984000,4005999,5
54594550,54960785,4388000,4439999,3
57615897,57771013,4686000,4711999,3
59137401,59350947,4834000,4871999,2
61779941,62020703,5106000,5143999,2
