startTime,endTime,startIdx,endIdx,classification
625876,1937723,2000,7999,4
2456515,4251148,12000,19999,5
4623553,7011483,22000,33999,3
7400315,9831080,36000,47999,2
10204143,11419943,50000,53999,4
11751905,15154171,56000,73999,5
15414714,17019281,76000,83999,3
17305196,20578965,86000,103999,2
20579170,22654484,104000,113999,4
23038254,25417681,116000,127999,5
26117770,28357466,132000,143999,3
29257257,31466489,148000,159999,2
32001009,33373160,162000,169999,4
34183947,36513304,174000,187999,5
37150511,39653795,192000,205999,3
40010623,41716980,208000,219999,2
44965486,46511926,236000,241999,5
46900048,49239628,244000,255999,3
49704143,52021407,258000,273999,2
52839654,54276322,278000,283999,4
55347748,56980569,290000,297999,5
58027412,59970760,304000,313999,3
60967998,62637152,318000,327999,2
