startTime,endTime,startIdx,endIdx,classification
5264213,6344851,199000,262999,3
10292165,11151192,432000,484999,3
12118635,12533529,533000,558999,2
16368427,16676337,734000,754999,2
17704429,18319160,808000,853999,5
21196295,21430563,984000,1000999,5
22823198,27461760,1081000,1280999,4
28551554,29159093,1331000,1370999,3
32689403,33011737,1516000,1538999,3
34180197,34700125,1595000,1627999,2
40106253,40379231,1871000,1888999,2
41276686,44846357,1937000,2139999,5
45640388,46588449,2186000,2234999,4
49447422,50361787,2352000,2401999,4
51034184,55061428,2440000,2647999,3
55424941,55844976,2680000,2708999,2
59597226,59914621,2873000,2896999,2
60556436,63217430,2939000,3089999,5
63672846,64349070,3124000,3159999,4
65485345,65719028,3213000,3227999,4
