startTime,endTime,startIdx,endIdx,classification
99797,788087,0,12999,7
6584971,8929732,149000,190999,7
16276421,18103186,305000,336999,7
25596579,26167765,488000,539999,6
27216338,27900323,565000,611999,6
35292904,36054987,771000,839999,6
37078724,38093859,876000,940999,6
41753507,42106814,1013000,1027999,6
44806141,54304111,1094000,1310999,8
55281875,55940022,1332000,1365999,8
56815817,57844487,1391000,1428999,8
58500424,61070269,1451000,1536999,8
62319293,64060164,1568000,1613999,8
