startTime,endTime,startIdx,endIdx,classification
3785578,5693858,34000,81999,2
7064900,9559076,101000,153999,3
11127940,13411753,184000,226999,4
14864251,17326358,248000,336999,5
18687726,20668042,367000,408999,2
21617883,23035250,429000,464999,4
24180544,26616034,493000,586999,3
27710300,30282370,617000,710999,5
31038295,33720112,726000,787999,2
35129089,38829501,813000,877999,4
40350466,43152377,905000,967999,3
44349803,46897712,993000,1067999,5
48412269,51983116,1095000,1168999,2
53058661,56237721,1194000,1254999,4
57243170,58910713,1295000,1343999,3
59530060,61830450,1362000,1434999,5
62666038,64178478,1451000,1490999,2
