startTime,endTime,startIdx,endIdx,classification
987882,1442937,44000,75999,3
2366295,2556128,118000,133999,3
2825995,3176760,160000,181999,2
3996963,4200105,216000,227999,2
5021398,5436451,280000,303999,4
6616374,6847021,354000,367999,4
8913585,9244321,494000,519999,3
10323475,10543457,570000,585999,3
11007174,11247405,622000,641999,2
12240746,12356991,690000,697999,2
12762434,13255149,726000,755999,4
14462737,14643126,804000,813999,4
15585115,15954053,882000,907999,5
16548988,16732373,944000,957999,5
17019671,17269625,982000,1003999,3
17838413,18030658,1034000,1047999,3
18700427,19011469,1098000,1121999,2
20660292,21080588,1216000,1239999,4
23224868,23656272,1358000,1385999,5
25094902,25393154,1462000,1481999,5
26229437,26670868,1532000,1563999,3
27790268,28106323,1620000,1639999,3
29400077,29713190,1718000,1735999,2
32098122,32701954,1852000,1885999,4
33372338,33655137,1916000,1931999,4
65162571,65790607,3666000,3705999,5
66812733,67123486,3756000,3777999,5
68804650,69205107,3876000,3901999,3
70202342,70387396,3968000,3981999,2
71294726,71427759,4026000,4033999,2
72305988,72761758,4090000,4115999,4
73487175,73713851,4148000,4159999,4
74624466,76508194,4220000,4325999,5
77817205,78983726,4398000,4467999,3
