startTime,endTime,startIdx,endIdx,classification
1282017,2595126,11000,31999,2
6523497,7251192,60000,70999,2
7396807,7951457,80000,102999,3
13962310,14250242,184000,192999,3
14780004,15455236,207000,216999,4
15850366,16047560,220000,221999,4
21427869,21796288,257000,261999,4
22021697,22291549,271000,280999,5
27331962,27962208,357000,376999,2
32515201,32918356,421000,429999,2
33047307,33884236,438000,466999,3
37866607,38328191,528000,540999,3
39082067,39495364,559000,567999,4
43817467,44219578,600000,607999,4
44443190,44704093,618000,626999,5
50159315,50316493,719000,725999,2
56343264,56593927,794000,801999,2
56790642,57327754,813000,831999,3
57649013,57850610,837000,839999,3
60480975,60718886,874000,876999,3
