startTime,endTime,startIdx,endIdx,classification
2422771,6277817,152000,439999,0
8303321,10251220,598000,725999,0
10355291,10940355,732000,769999,0
11075943,11819779,778000,829999,0
12077454,12249931,860000,877999,1
12563844,12932030,900000,925999,1
13928724,17805360,1012000,1265999,0
18557926,19700452,1322000,1405999,1
21504936,23540803,1546000,1677999,0
26149234,27249690,1906000,1989999,0
27869957,29553460,2034000,2141999,0
29884484,30151093,2174000,2195999,1
30812202,32144185,2252000,2349999,0
32718825,33386366,2386000,2429999,0
34009532,34495423,2466000,2493999,0
34930366,35515138,2528000,2579999,1
36521518,39301312,2666000,2833999,0
41933528,43044650,3018000,3089999,0
43593195,44777500,3122000,3191999,0
45573103,45814791,3250000,3273999,1
48985926,50224376,3502000,3579999,0
51163637,51383324,3646000,3667999,1
53172805,56892732,3800000,4023999,0
59961785,64018244,4224000,4451999,0
