startTime,endTime,startIdx,endIdx,classification
95094,334217,0,31999,3
767736,1913698,72000,159999,3
3604031,7248841,316000,611999,2
12214661,14413922,1002000,1189999,5
16085623,17709495,1358000,1509999,3
20474495,22989876,1750000,1981999,2
24274286,26081138,2084000,2205999,4
27613364,30296040,2336000,2571999,5
31859901,34793974,2734000,2995999,3
36345849,39242626,3138000,3393999,2
40571150,42717388,3500000,3653999,4
43949418,46706925,3742000,3983999,5
48952269,52049583,4192000,4443999,3
53509787,57892689,4580000,4939999,2
59126964,60364222,5046000,5137999,4
62293012,63652115,5308000,5451999,5
