startTime,endTime,startIdx,endIdx,classification
2581919,3124931,118000,151999,2
4889087,5141820,254000,277999,3
8721867,9472529,486000,531999,4
10205561,10593010,568000,593999,4
11734311,11958936,670000,689999,5
13761910,14062362,788000,813999,5
14784382,15085549,858000,879999,2
17568936,17891577,1014000,1043999,3
19655928,19944704,1136000,1157999,3
21673320,21988202,1280000,1303999,4
23138249,23556084,1358000,1385999,4
25011036,25230997,1478000,1495999,5
25805421,26220016,1530000,1557999,5
30152097,30461310,1762000,1789999,3
31312426,31687737,1844000,1875999,3
33036841,33313789,1950000,1969999,4
34293944,34636180,2014000,2039999,4
35375488,35631229,2090000,2115999,5
37105999,37482068,2218000,2243999,5
38002747,38144656,2276000,2291999,2
39687664,39919049,2376000,2393999,2
40922446,41614284,2452000,2509999,3
42602320,42834199,2564000,2585999,3
44327042,44707670,2684000,2713999,4
45508859,45891759,2750000,2777999,4
46400393,46677781,2818000,2843999,5
49759923,50044854,3008000,3027999,2
51673098,51885443,3122000,3147999,3
53136915,53388088,3230000,3253999,3
54517529,54811378,3324000,3343999,4
56022330,56310956,3398000,3419999,4
57172526,57418888,3484000,3509999,5
58839261,58987653,3616000,3635999,5
