startTime,endTime,startIdx,endIdx,classification
17078062,17609805,1030000,1083999,4
18391925,18782966,1144000,1181999,4
19941786,20222804,1302000,1333999,5
22651291,23345430,1591000,1662999,3
23978345,24425427,1714000,1762999,3
25582519,26019556,1860000,1904999,2
26925238,27195686,1976000,2001999,2
28584279,29021056,2119000,2162999,4
30010931,30331027,2233000,2261999,4
31269530,31548217,2349000,2380999,5
33844657,34198635,2620000,2665999,3
34801028,35061833,2719000,2746999,3
36259449,36641728,2855000,2893999,2
37591671,37832255,2964000,2986999,2
39287330,39655805,3106000,3143999,4
41856757,42249890,3342000,3376999,5
45315625,45748041,3661000,3710999,3
48486932,48905693,3927000,3965999,2
50308457,50677553,4060000,4089999,2
52202836,52826891,4199000,4250999,4
53510317,53987353,4294000,4334999,4
55223449,55724264,4431000,4476999,5
58266822,58852581,4714000,4779999,3
59899354,60161884,4854000,4881999,3
61409480,62008422,4985000,5040999,2
63084172,63442387,5109000,5134999,2
64914616,65293562,5247000,5284999,4
66212841,66657920,5350000,5390999,4
68072070,68487468,5511000,5546999,5
71126530,71414391,5775000,5806999,3
72433173,72693180,5891000,5918999,3
75309989,75842287,6126000,6166999,2
