startTime,endTime,startIdx,endIdx,classification
6155563,6379831,569000,590999,7
15503300,16252622,1265000,1348999,7
16454268,16814723,1367000,1410999,7
19049429,19236167,1625000,1647999,7
20301178,20464560,1747000,1773999,7
23609380,23763471,2253000,2273999,6
27539125,28160195,2577000,2631999,6
28411496,28793569,2654000,2697999,6
29296982,30078032,2741000,2821999,6
40873605,40951982,3578000,3586999,6
45906438,46147432,4311000,4336999,8
47931633,48270856,4480000,4507999,8
48525688,48873739,4529000,4568999,8
49156765,49652321,4593000,4660999,8
49780884,50336933,4673000,4756999,8
62078892,62681079,5738000,5794999,8
63415448,63924643,5855000,5910999,8
