startTime,endTime,startIdx,endIdx,classification
92718,295549,0,15999,0
1194687,1275080,88000,95999,0
1545887,1667001,118000,127999,0
2067677,2204993,162000,173999,0
3638556,3732999,284000,291999,0
4200319,4393392,332000,349999,0
5157397,5277751,420000,431999,0
13965508,14372979,1080000,1113999,1
36764457,36884744,2892000,2905999,0
38566797,38813664,3032000,3053999,0
39600599,39703745,3136000,3147999,0
52365777,52842221,4132000,4177999,0
54194457,54325945,4296000,4305999,0
54920989,55354189,4354000,4389999,0
55971948,56216095,4440000,4459999,0
56589731,56631168,4494000,4497999,0
56988649,57027579,4530000,4533999,0
