startTime,endTime,startIdx,endIdx,classification
494845,609493,23000,33999,3
2136207,2236662,151000,161999,2
6656716,6917721,460000,476999,4
10717559,10920358,702000,722999,5
13075411,13273894,887000,904999,4
14495353,14615752,988000,1000999,3
19101705,19291390,1324000,1347999,2
20024641,20185913,1396000,1407999,2
22552596,22685190,1574000,1582999,4
26216832,26450812,1797000,1819999,5
30258789,30387583,2115000,2128999,3
32215558,32537642,2265000,2286999,3
35076053,35175117,2472000,2484999,2
36129101,36208580,2554000,2560999,2
37156699,37337740,2625000,2640999,2
42648577,42888442,2991000,3015999,5
47250626,47603898,3344000,3385999,3
48811340,49028954,3469000,3481999,3
55658611,55919864,3947000,3964999,2
58965720,59108353,4172000,4182999,4
