startTime,endTime,startIdx,endIdx,classification
8258491,8573397,993000,1041999,6
9623913,9880672,1128000,1155999,6
10859515,10972193,1259000,1269999,6
15267515,15419781,1679000,1692999,6
18540952,18816032,1976000,2005999,6
19889740,20009706,2084000,2093999,6
21730670,22283752,2288000,2337999,6
25926485,26363441,3002000,3048999,6
28389537,28641948,3186000,3218999,6
53332550,53467071,7357000,7371999,7
67922273,67956107,8667000,8673999,7
83565490,83817281,10821000,10875999,8
84311337,84861079,10961000,11074999,8
85528734,85749724,11158000,11186999,8
86045829,86293908,11214000,11245999,8
