startTime,endTime,startIdx,endIdx,classification
367510,2642743,2000,15999,3
3207491,6075046,20000,36999,2
6597785,9389538,41000,64999,5
13936920,16810217,85000,108999,5
17376954,19844634,113000,124999,3
20387167,22914109,129000,144999,2
24291744,27010951,152000,176999,5
27891768,30227020,182000,193999,4
31581955,33732946,205000,218999,3
34499098,36098965,224000,239999,5
36732069,38556830,244000,257999,2
42207408,44433526,278000,301999,5
44991757,46686790,306000,317999,3
46995514,49171870,321000,342999,2
49948331,50458899,351000,358999,5
55853254,58345502,415000,430999,3
59412718,60187447,439000,446999,5
