startTime,endTime,startIdx,endIdx,classification
849666,1154179,3000,4999,0
2578957,3001566,11000,12999,0
4307434,4593815,18000,20999,0
5380601,6197707,26000,30999,0
9334329,10357372,46000,51999,0
12141410,13044878,61000,65999,0
15028013,16363375,76000,85999,0
17198075,17942360,92000,96999,0
19693884,20955898,114000,122999,0
22642086,23008067,132000,133999,0
27092453,27871225,153000,156999,0
30521357,32037722,170000,179999,0
33968240,34469539,191000,193999,0
36335309,37232494,204000,210999,0
37232534,39437926,211000,223999,0
40494068,44014708,229000,246999,0
44620097,47128481,249000,259999,0
50167188,53228911,270000,282999,0
61544827,62405063,313000,316999,0
