startTime,endTime,startIdx,endIdx,classification
2175564,2888027,88000,133999,4
5546243,6135937,264000,309999,3
8161512,8426064,396000,417999,3
8619998,8991964,436000,465999,2
11710661,12146800,598000,627999,4
13786405,14278641,700000,733999,4
16743253,17294503,868000,905999,3
18618478,18919010,964000,985999,3
19328999,19575203,1018000,1033999,2
21084788,21359578,1100000,1117999,2
25944806,26457416,1354000,1389999,3
27788352,28038735,1448000,1467999,3
28319349,28588081,1492000,1511999,2
30382255,30678363,1592000,1611999,2
35560883,36126487,1870000,1909999,3
37568945,37886592,1974000,1995999,3
38206140,38568788,2024000,2049999,2
39734885,40058439,2100000,2121999,2
44693446,45164621,2368000,2399999,3
